StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q3_4_TEXT,Q4_1,Q4_2
2024-02-23 03:41:39,2024-02-23 03:41:39,Survey Test,100,0,True,2024-02-23 03:41:39,R_4ZbNW8kKNGMj5IO,test,,I have understood the information. I consent to take park.,1456199294,Female,,1,2
2024-02-23 03:41:39,2024-02-23 03:41:39,Survey Test,100,0,True,2024-02-23 03:41:39,R_3WV8yEs5kRkcvcO,test,,I have understood the information. I consent to take park.,1338566954,Male,,2,1
2024-02-23 03:41:39,2024-02-23 03:41:39,Survey Test,100,0,True,2024-02-23 03:41:39,R_b7XtSxjL9ubeLCC,test,,I don't consent - please get me out of here...,89116261,Female,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,Survey Test,100,0,True,2024-02-23 03:41:40,R_00RgS0GhxOPBAhw,test,,I have understood the information. I consent to take park.,1967248344,Female,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,Survey Test,100,0,True,2024-02-23 03:41:40,R_4MH0Nm2ywgSMLIi,test,,I have understood the information. I consent to take park.,639664198,Prefer not to say,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,Survey Test,100,0,True,2024-02-23 03:41:40,R_cv8HgnRK0NJCzX0,test,,I don't consent - please get me out of here...,1763227908,I describe myself as,"Mi lacus sapien quis accusamus, duis lacus nunc! Tempora morbi.",2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,Survey Test,100,0,True,2024-02-23 03:41:40,R_03ppUNdg7COOWZo,test,,I have understood the information. I consent to take park.,884046667,Prefer not to say,,2,1
2024-02-23 03:41:40,2024-02-23 03:41:40,Survey Test,100,0,True,2024-02-23 03:41:40,R_6ViPpRVP6o2G9CK,test,,I have understood the information. I consent to take park.,1225778844,Female,,1,2
2024-02-23 03:41:41,2024-02-23 03:41:41,Survey Test,100,0,True,2024-02-23 03:41:41,R_7WChT6Utn6S9LZY,test,,I have understood the information. I consent to take park.,781643068,Prefer not to say,,2,1
2024-02-23 03:41:41,2024-02-23 03:41:41,Survey Test,100,0,True,2024-02-23 03:41:41,R_b7Ky48pLxk3A9N4,test,,I have understood the information. I consent to take park.,1712070433,Female,,2,1
2024-02-23 03:41:41,2024-02-23 03:41:41,Survey Test,100,0,True,2024-02-23 03:41:41,R_3CTAi5HQCdLhAz4,test,,I don't consent - please get me out of here...,611091252,Male,,1,2
2024-02-23 03:41:41,2024-02-23 03:41:41,Survey Test,100,0,True,2024-02-23 03:41:41,R_3myJs96PSSXoNCK,test,,I don't consent - please get me out of here...,1161499387,Prefer not to say,,2,1
2024-02-23 03:41:41,2024-02-23 03:41:41,Survey Test,100,0,True,2024-02-23 03:41:41,R_42ZkfShbM7KGHmC,test,,I have understood the information. I consent to take park.,466532155,Non-binary / third gender,,1,2
2024-02-23 03:41:41,2024-02-23 03:41:41,Survey Test,100,0,True,2024-02-23 03:41:42,R_3ghufuewrqVg4Qu,test,,I don't consent - please get me out of here...,2089308437,I describe myself as,"Magna venenatis purus lacus iaculis, egestas blandit? Sodales aenean, pharetra dolor.",1,2
2024-02-23 03:41:42,2024-02-23 03:41:42,Survey Test,100,0,True,2024-02-23 03:41:42,R_23vD68WMXxXx5gq,test,,I have understood the information. I consent to take park.,442936985,Prefer not to say,,2,1
2024-02-23 03:41:42,2024-02-23 03:41:42,Survey Test,100,0,True,2024-02-23 03:41:42,R_5A1Vj7sQ0QvDEmG,test,,I have understood the information. I consent to take park.,171462407,Male,,1,2
2024-02-23 03:41:42,2024-02-23 03:41:42,Survey Test,100,0,True,2024-02-23 03:41:42,R_a3pNlEIfeFWaqbk,test,,I have understood the information. I consent to take park.,1277164962,Non-binary / third gender,,2,1
2024-02-23 03:41:42,2024-02-23 03:41:42,Survey Test,100,0,True,2024-02-23 03:41:42,R_cIqBpIcUrbNh89w,test,,I have understood the information. I consent to take park.,559180886,Non-binary / third gender,,2,1
2024-02-23 03:41:42,2024-02-23 03:41:42,Survey Test,100,0,True,2024-02-23 03:41:42,R_1LDRdzmvL8yDpAi,test,,I have understood the information. I consent to take park.,1342841589,Prefer not to say,,2,1
2024-02-23 03:41:43,2024-02-23 03:41:43,Survey Test,100,0,True,2024-02-23 03:41:43,R_bQRzsNtdc63D9em,test,,I don't consent - please get me out of here...,1378832255,Prefer not to say,,2,1
2024-02-23 03:41:43,2024-02-23 03:41:43,Survey Test,100,0,True,2024-02-23 03:41:43,R_86e1912hceLqkOa,test,,I have understood the information. I consent to take park.,1189942817,Prefer not to say,,1,2
2024-02-23 03:41:43,2024-02-23 03:41:43,Survey Test,100,0,True,2024-02-23 03:41:43,R_eDLIE75pjLiupqm,test,,I don't consent - please get me out of here...,851782860,Female,,1,2
2024-02-23 03:41:43,2024-02-23 03:41:43,Survey Test,100,0,True,2024-02-23 03:41:43,R_5amKYGirCajBGZw,test,,I don't consent - please get me out of here...,364231182,Male,,1,2
